left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_knee_angle,right_knee_angle
169.62871864828256,167.52437049492963,160.2645645446071,203.9912910034328,186.3510367412474,181.9058698906912
163.57550863775325,170.56794497326516,165.31121322668162,195.4217853202381,181.17439094320537,177.6006061074309
163.57550863775325,170.56794497326516,165.31121322668162,195.4217853202381,181.17439094320537,177.6006061074309
196.48935593014247,190.00250648782568,209.8231013146264,150.11361062740656,182.6118647184281,183.0126579879508
195.38465739225063,196.86363819706057,193.3392489033634,167.26607486423853,172.8962774393821,173.23510323015466
196.1530743910504,183.6727969642098,177.02105024739012,190.33277651244424,178.544472985221,177.50607219836604
183.15710201691743,174.26609679239428,180.90610076793217,187.23819705600343,184.77889404448288,183.9781934228672
184.21442825480588,177.57366416839764,216.51619165479528,140.45675472056914,182.0454084888872,187.16730010372504
160.43123854256697,164.34421804115007,172.46355473375692,188.88443876919465,169.42333012062477,172.61734760805226
172.99890554885815,189.47454474872487,198.54827075704992,155.62490880569115,181.2389829718611,180.12488672711706
193.6314630638529,196.9458341679848,194.94591265249005,163.3235797375171,178.09748320861286,177.40084110281714
164.11794932424974,166.219079635383,173.76745878231372,195.08751765306224,175.82598282462897,180.24032693562305
165.96375653207352,218.310684602366,13.663229340128504,327.78208705497013,176.796072882242,187.08664007901228
184.35559611777592,185.3433527966824,171.25135489018524,193.24521508633828,191.82490113157064,171.77600972273072
196.48935593014247,190.00250648782568,209.8231013146264,150.11361062740656,182.6118647184281,183.0126579879508
194.6002431697713,175.937067878649,157.62525326584708,15.72888349839653,174.69529333044733,175.0732669778107
196.32238841147768,194.1874713619607,177.2587708886236,186.92441608026337,181.7198526286756,183.8152461917648
192.62136537287745,197.59687858283883,172.64422457203318,180.3608503832492,175.33945451741968,177.05706605392885
160.43123854256697,164.34421804115007,172.46355473375692,188.88443876919465,169.42333012062477,172.61734760805226
164.486081177132,165.73021524592016,189.2561338025818,185.28193667168352,171.66735425853585,174.67608104305526
196.57353234526377,196.50058434365687,168.1893680915873,195.91815921415727,180.72942074678733,181.79642515015144
164.486081177132,165.73021524592016,189.2561338025818,185.28193667168352,171.66735425853585,174.67608104305526
193.37983679862376,197.99733946671424,178.52022627037576,176.793497104502,179.58184525047483,190.364657477518
222.9926005956129,215.60255285290023,311.0672220984302,57.84265460697701,82.65654170578071,86.31464218700404
165.87206240445835,165.79571675628085,155.3294297255378,204.52052448775643,185.76188011896184,184.23457448839304
194.52467240053352,199.6449492471712,240.05012752331368,131.45160204960985,162.0347158144,149.28333410094984
193.5648994249445,187.8824989710945,193.88671154249195,166.50452636618297,181.52638262594053,182.2338092601429
124.5325917867202,158.14560633777884,144.00289379618715,214.4382669762476,183.4439510389704,180.1649812209473
195.38465739225063,196.86363819706057,193.3392489033634,167.26607486423853,172.8962774393821,173.23510323015466
124.5325917867202,158.14560633777884,144.00289379618715,214.4382669762476,183.4439510389704,180.1649812209473
193.37983679862376,197.99733946671424,178.52022627037576,176.793497104502,179.58184525047483,190.364657477518
163.03252221011184,158.27313772889107,183.6590333823988,179.8035989074097,182.88158994901585,181.50748149379365
203.63532930220632,203.92550964609137,202.60951216019072,158.5888573841498,180.60829331708973,182.5307630176354
171.78079075110094,170.74762927225484,67.03722791463021,295.3100487168597,179.13681425306805,178.72947882633525
156.23275190312535,168.69277079465024,158.84179954773057,203.4985656759521,217.3353375678544,188.300897850575
172.5621966968401,160.2688446744971,188.3473862093208,176.9352108950102,182.19248892593947,183.81862771914012
209.05460409907712,197.0010306209441,190.8403054543305,171.88468874254147,133.43220893305192,167.98274815743554
198.94934278746115,193.56420264589283,179.54638881148065,181.10442593990905,181.7298836218131,185.5720403440476
160.94936546812275,161.43399975988677,170.53752239209666,189.1130464364739,171.48694773221953,172.95505834182214
256.6330693036832,165.06858282186246,328.19812048076113,48.84817946092505,174.62176488719362,173.64362127163852
181.25274298913743,190.00520246388425,183.23038970934127,176.6288717540978,179.17871457362574,178.8426669318705
165.52185635660368,171.0760115563686,189.0883235668236,171.03211131443317,184.36197729623572,184.63546342690265
170.51591990206597,158.90178033516952,188.04460647708305,177.49008106108658,181.8612652212412,184.392095320471
198.8838381957212,188.8836612243285,190.44645771493748,174.9735325653522,183.5245738213028,185.0751560547565
166.02105426827072,179.10988295235444,164.33727929378185,5.413209392918905,185.13505506420736,149.72816251980473
195.0599135143133,194.76958939697792,181.2595539128945,171.73291290486867,176.98816351441118,184.18010537261097
182.34927864748013,171.8046935678975,174.12089889482928,188.0282174224017,176.25202196251993,179.2808438834549
160.116713361016,154.33876734245726,175.83359238426652,190.7625372231425,183.3664606634298,186.4849440284986
149.21269794710486,152.4745620614535,178.0703875863451,189.88749115579483,189.3253913911612,185.8702606886768
174.63700264005502,169.22074686499818,176.19197398152673,184.3228365571708,185.8984474791665,182.5926517955565
167.38067770656923,164.35775354279127,165.76713877368803,197.96377704704145,175.6561418188053,176.4708483730257
196.5499890790704,175.93867859214873,202.8293920504604,186.82267351729405,184.1366580282881,187.38660447286563
159.06563158055727,169.46392712919874,170.8648116405898,182.2969396691608,195.8974897419251,193.02205325415085
188.7982143812729,191.6455441883735,182.75538368582693,173.46897049985654,184.7274103859421,185.01475614613184
183.37313625168176,187.57853547485976,186.399010009707,172.60163933850848,132.57022364260362,136.38323317740966
203.84893576634545,202.94252709374052,193.39812289162413,173.13927055858397,173.97274463008588,185.4843922830844
189.6887865603668,189.54947479987263,182.8364804381531,178.91963161717538,182.6819558415414,185.4635880184904
173.60589070483456,167.1010340606165,177.26990535824126,188.0706951788276,176.49226788752827,178.65979721477956
194.23369592701223,185.37693921012988,183.27723270069384,181.5742728921872,179.49844675612923,182.03627455898115
189.8890256471546,189.8331183877964,168.48877526832064,190.36116169881564,181.9209389162141,186.723994798172
195.6485292335982,188.7532903764165,196.87440960393903,164.33881539848284,176.21474374772845,169.92497311776808
174.02222640763935,167.13538252714758,185.01561083438656,179.65454539745704,162.754324537306,165.5307089421859
222.44660966755788,221.9521182320709,213.496801430462,161.69157827249762,179.53084066362962,174.93119912277993
195.4221613187387,188.91749477767732,192.9736574783118,168.3831415321228,184.3326393369844,179.8036814963484
189.089209761584,196.25454596752533,179.96813065341377,171.6264719221169,185.23193705015225,186.54303903644663
199.0205752377297,190.1111349545451,188.57966768386177,179.8535106304408,181.1104650124773,181.70804823297323
171.9557012129686,171.34368394393903,169.68438786968483,191.712117730432,185.5512524302677,183.2860808185435
189.4154568053173,187.03596598142184,201.3155052386884,158.87049479023722,178.51035220500157,182.07539890624105
181.36302639952925,196.63812560451743,207.24410146521328,148.21353179682845,180.8344692472692,171.58635686313485
170.37931294851393,165.9939201405072,175.30402514422568,182.47383247804217,176.48425785087684,175.95348954035256
193.470460545924,188.5282141665705,204.76009440859136,158.03531202369658,187.53861367736067,188.909543027497
191.98662281429955,197.1695851575111,188.37425902759904,172.42395965989948,189.8411317596344,194.03624346792648
204.25003097804145,206.6822202970029,188.8301736092588,166.54962384363856,183.08155272136932,184.47587783734568
197.2160735877908,202.49305262565355,196.0528673425496,166.2863534855141,183.64672369270167,180.7538483330708
162.61057638707845,160.8367542240016,187.683981829734,174.46424910605324,187.66517889127744,186.11802292428445
164.46966796314933,158.06151953229352,170.56834457558278,187.5773116767585,216.4353576856353,221.0195325931374
162.61057638707845,160.8367542240016,187.683981829734,174.46424910605324,187.66517889127744,186.11802292428445
169.2423622715212,192.4054873934251,144.51688743530212,179.78776020272346,169.15426538739993,168.07806941960928
101.786038842766,146.475854858965,149.92663032337626,185.45386599322973,187.4369685087631,186.5089564405026
196.0308127691683,191.6089292615447,193.45556288203372,165.44593045055606,177.76796096754722,180.2393447304238
178.97762169978063,186.5444710159413,3.6651846486124153,333.3677791239013,197.11054345066145,195.61657290467093
198.87123259921248,196.1146137132885,208.30178706322377,157.1256064392436,172.0778652313728,182.21043812789807
163.52710828526338,157.60538534776413,173.33752289340373,188.06567498457423,182.03417881215424,182.52799342704404
163.52710828526338,157.60538534776413,173.33752289340373,188.06567498457423,182.03417881215424,182.52799342704404
173.0066546131939,162.61175888584145,179.99511044722868,183.8775209121844,184.1573800758036,186.48376332573068
191.20428579686032,186.9112271190247,181.9602510683729,176.26860300083956,180.8814039965821,181.5943792117881
166.6754687381092,158.7541889442707,169.68409683906842,195.0771820716474,170.86008376854917,172.69039132349943
172.8830614431655,174.93678477307623,189.8105745073125,169.95397936148927,178.2191431052295,182.1880192069792
153.9976853088638,155.8736633898324,142.39004215000753,217.1594641782937,192.47553410338503,192.40911782576288
160.06958731319435,147.73429079534762,125.13804954068937,242.0906604148508,228.92463761959283,219.9600484195294
203.63498108231803,194.92616502126228,203.3905543700079,155.59357051891408,169.42183905634198,170.56498027392425
198.8838381957212,188.8836612243285,190.44645771493748,174.9735325653522,183.5245738213028,185.0751560547565
199.11585132794104,197.29829681025927,204.69981750155893,159.27374753971372,121.05634322150227,122.8452511146378
191.98662281429955,197.1695851575111,188.37425902759904,172.42395965989948,189.8411317596344,194.03624346792648
166.6754687381092,158.7541889442707,169.68409683906842,195.0771820716474,170.86008376854917,172.69039132349943
134.32330965972068,180.0,165.28706619179417,188.34389158403312,164.72864099706166,167.6930854103394
192.8309633803856,195.429828450571,183.88820943197587,172.1481121637278,174.18841638318452,176.06756600300497
186.830572673813,183.68777650033567,188.93559945207892,176.98451890159114,179.51673655860344,180.57506379150183
176.55221554210792,167.15803214978794,191.63245303319547,173.53700886136355,184.7058290076037,185.9096444654977
160.63265245222377,144.0679473857034,185.8060620387718,182.1541986257068,180.7493570895564,179.82835990827255
170.9512606387848,160.43014112018002,184.8441709677912,171.0562032610342,181.6986652308057,187.9071627029585
180.89491796353863,179.82828489119902,174.65382005035073,176.24749446394648,327.9869572697243,7.443913498467952
161.95753908193464,150.84902808341985,172.53927718109247,191.45089119356567,182.0256843734676,183.81380312677203
158.9326163080915,157.15826803001517,196.7502645050257,163.7266781262778,274.23283742089893,261.9670325628577
171.75222376631191,169.9655540765763,149.43064601419172,209.08351533000567,179.87896587167168,180.9744383593336
195.84686111658667,197.39531144555417,194.3272832929745,166.30453564536623,172.16521433064835,174.86574668253144
202.6387925067076,199.33480853782643,181.80836632656835,179.44374777291932,138.82530653613523,142.8912665697327
161.95753908193464,150.84902808341985,172.53927718109247,191.45089119356567,182.0256843734676,183.81380312677203
194.53497793335043,194.8413577036648,190.3082253553289,170.1878910538582,176.0370369289348,178.65624582505689
196.57353234526377,196.50058434365687,168.1893680915873,195.91815921415727,180.72942074678733,181.79642515015144
201.091504205148,205.61548432064217,184.34953381985488,174.6106882400266,166.7982349041185,169.4748921289717
194.4644887624787,192.016704649071,196.19345521481168,168.10508329787478,164.67037615118647,170.17116550247297
167.98678611416477,172.71648572655346,160.69707474283447,194.52869619550168,224.84159787249973,231.7250457033159
205.7909762787948,201.0923395058275,179.91740591523956,184.7942320666306,184.87584788539652,187.37270730919613
204.3045492659367,197.26253275418492,184.7420877447804,180.56174705204504,184.41987113885472,186.06063151449192
160.95646942695691,201.72943401177665,84.70305014778727,317.85066012226446,152.58790187950845,160.10774294664458
190.69387256562092,187.4794552517372,187.8141361848676,173.16255746418085,176.23813982068833,176.9798112551851
196.3008620466504,196.7972771480662,189.78841874107525,174.5420333105202,168.1222820870255,168.52033214138063
167.63888677643607,166.43065010491094,187.1250163489018,176.3978082881973,178.82581725152437,180.7010589031504
116.83104638546052,107.49201537424791,156.3711977419536,197.1971845240007,179.89237835825446,179.94710436957695
162.63051508901594,158.6741651509295,196.9210304887881,167.44695456685324,179.6571749010052,179.7271378059552
175.11228521617556,171.19804543185495,168.72949222596458,197.7279278395913,186.71567914275383,185.0703376529288
181.2587012412532,187.2754620880454,185.1224832170749,176.3382828330659,178.00362630212854,181.1279083167968
185.60509418096007,185.38835376473017,286.29975899469207,68.5460178729567,69.24275818964088,72.40454629914
211.73847933354097,204.96898731910227,178.89667347904663,190.22088887204737,181.3135731951261,180.74552603117013
158.19859051364818,161.8814864356073,184.32506043473848,175.80358711359747,184.05867504723253,185.8604967230268
146.7905009020314,137.3978729529139,140.25738435928406,237.5983746466696,210.5590633129752,195.178837607219
190.4976061375887,191.80021105303044,190.34863458628928,168.83558499492193,189.9168881195424,191.22635830629616
210.7782138532196,211.320013588662,187.5930867479975,177.4091458275172,174.98876152764004,176.39982175401252
172.5621966968401,160.2688446744971,188.3473862093208,176.9352108950102,182.19248892593947,183.81862771914012
202.6387925067076,199.33480853782643,181.80836632656835,179.44374777291932,138.82530653613523,142.8912665697327
183.15710201691743,174.26609679239428,180.90610076793217,187.23819705600343,184.77889404448288,183.9781934228672
193.07724486869813,187.46091740557875,215.62565795491605,148.59282101338027,179.263032800069,176.84665891177283
152.15122463646554,149.04151980822957,68.3205982253749,272.16846664581294,256.4100999157677,273.48889292250766
192.80184053910443,193.9598933431645,177.51475337318536,179.19855914247606,179.1746864643106,181.88407147684447
193.07724486869813,187.46091740557875,215.62565795491605,148.59282101338027,179.263032800069,176.84665891177283
167.63888677643607,166.43065010491094,187.1250163489018,176.3978082881973,178.82581725152437,180.7010589031504
195.98091714839487,194.21905309862143,183.8259754511727,175.82753370131348,182.0149001458086,185.48019656661896
187.94891762366905,177.638174950222,71.67770183500717,0.1787908583862527,221.4401560591684,182.6774029566916
165.44466661817845,165.52717326591232,181.39386471944388,178.33440816245368,177.04253432748803,171.07591650037517
240.97506745679607,227.223408296398,199.8457280888289,162.90521884328578,177.92770155438092,178.3967199353195
181.2587012412532,187.2754620880454,185.1224832170749,176.3382828330659,178.00362630212854,181.1279083167968
194.4644887624787,192.016704649071,196.19345521481168,168.10508329787478,164.67037615118647,170.17116550247297
192.2074497936896,185.9719488986555,157.9996258582767,211.21275755457765,170.90981248564898,173.6553701284451
191.7617416792497,207.2185178452935,189.14189157371928,168.72130135885487,180.6531314430192,182.49593394525803
199.11585132794104,197.29829681025927,204.69981750155893,159.27374753971372,121.05634322150227,122.8452511146378
195.30084557245,192.4880857689485,184.5643528265374,175.90432956518654,182.70487598573564,187.73222139232132
170.37931294851393,165.9939201405072,175.30402514422568,182.47383247804217,176.48425785087684,175.95348954035256
192.80184053910443,193.9598933431645,177.51475337318536,179.19855914247606,179.1746864643106,181.88407147684447
172.24691374426715,165.6545843675036,175.81596048882443,181.6228782152629,177.83618336364552,178.47111619411942
175.11228521617556,171.19804543185495,168.72949222596458,197.7279278395913,186.71567914275383,185.0703376529288
200.40959875255217,182.509184848424,195.8535758200512,171.73119474391257,183.54820821053104,181.3963043909996
191.20072437084983,195.7742189935244,173.578636495621,180.77465708413027,190.5649663527257,193.41232654625648
170.90661298122916,163.03721825450242,168.65389041606352,194.05265650022565,181.39748523706,178.21477256939966
211.73847933354097,204.96898731910227,178.89667347904663,190.22088887204737,181.3135731951261,180.74552603117013
165.28130827393204,164.7335499537321,179.57043286125466,176.04532300087976,186.41131029601203,189.06150946983936
197.5300913378952,192.75031231399777,182.05280054363388,179.89374330110013,187.48653849855583,187.89347126968664
190.4976061375887,191.80021105303044,190.34863458628928,168.83558499492193,189.9168881195424,191.22635830629616
